mid,tag,timestamp
2747,ghosts,1138307131
2748,Chile,1137900975
2749,politics,1137900975
2750,South America,1137900975
2751,spoof,1138039279
2752,England,1138307301
2754,adolescence,1138307031
2757,obsession,1137205905
2759,horses,1138307048
2761,blind,1138039358
2762,blindness,1138039358
2763,race,1138039358
2764,Civil War,1138039404
2765,Stephen Crane,1138039404
2766,Day and Hudson,1138039366
2769,sexuality,1138039366
2770,books,1138498655
2771,Stones of Summer,1138498655
2772,mental illness,1138307351
2774,England,1137191244
2775,World War II,1138307229
2779,soccer,1138039102
2782,In Netflix queue,1137201613
2784,animal movie,1138039126
2786,lions,1138039125
2787,Holocaust,1138307079
2788,World War II,1138307079
2789,immigrants,1138307096
2790,television,1138307280
2791,In Netflix queue,1137201921
2792,prostitution,1138307361
2793,screwball,1137181469
2794,adolescence,1138307261
2795,Big Brothers,1137206096
2796,L.A.,1137521025
2797,crime,1138307249
2798,amnesia,1138039259
2799,gangs,1138307044
2800,Titanic,1138307085
2801,prostitution,1138039248
2802,mockumentary,1138039267
2803,children,1138307101
2804,birds,1138307384
2805,Ray Bradbury,1137181490
2806,lawyers,1137374834
2807,1970s,1138486479
2808,movies,1137200584
2810,spelling bee,1138039807
2812,Jean Grey,1137202706
2813,Magneto,1137202706
2815,Rogue,1137202706
2816,superhero,1137205082
2817,Wolverine,1137202706
2818,teachers,1138039540
2819,gambling,1138307244
2820,trains,1138307176
2822,art,1138307304
2824,anime,1138039543
2826,retro,1138039562
2827,movies,1138307051
2828,religion,1137375076
2829,In Netflix queue,1137200486
2835,They Might Be Giants,1137200486
2836,Disney,1138039593
2837,fish,1138039593
2839,heist,1138307128
2840,child abuse,1137205738
2841,Girl Power,1137202810
2843,Ninotchka remake,1138307320
2844,crime,1138307197
2846,Olympics,1137374882
2847,Tokyo,1137374882
2848,Civil War,1138039799
2851,movie business,1138307037
2852,In Netflix queue,1137201737
2856,Nazis,1138307204
2857,In Netflix queue,1137202027
2858,zombies,1137181462
2859,fugitive,1137206135
2860,In Netflix queue,1137202127
2861,politics,1137374839
2862,swashbuckler,1138307326
2863,swashbuckler,1138307257
2865,Dodie Smith,1137181524
2866,flood,1137375241
2867,immigration,1138039559
2868,horses,1138307288
2870,Japan,1138307236
2871,religion,1138039719
2872,marriage,1138039795
2874,Othello,1137375103
2875,Bible,1138307089
2876,cancer,1137205715
2877,road trip,1138307356
2878,blindness,1138307381
2879,family,1138039708
2880,multiple roles,1138039708
2881,murder,1138039708
2882,ballet,1138307265
2883,Clousseau,1137375266
2884,FBI,1138307378
2885,In Netflix queue,1137179689
2886,terminal illness,1138039639
2887,con men,1138307183
2888,fatherhood,1138307183
2889,vertriloquism,1138307069
2890,Japan,1138307143
2891,In Netflix queue,1137201914
2892,In Netflix queue,1137201684
2893,matchmaker,1137375130
2894,vampire,1137375236
2896,Animal movie,1138307295
2897,religion,1138039714
2898,adultery,1138307212
2899,terminal illness,1138307212
2900,biking,1138307369
2901,India,1137181544
2902,Lonesome Polecat,1137206059
2903,In Netflix queue,1137201845
2905,journalism,1138039529
2906,Watergate,1138039529
2907,pregnancy,1137374818
2908,Food,1137191312
2912,british comedy,1138307193
2915,domestic violence,1138307335
2916,werewolf,1138039608
2917,amnesia,1138307274
2918,Christmas,1137374871
2919,black and white,1138307125
2921,Capote,1138307125
2922,crime,1138307125
2924,death penalty,1138307125
2925,murder,1138307125
2926,biopic,1138039917
2927,school,1138307284
2928,trains,1138039811
2929,child abuse,1138307224
2930,kidnapping,1138307224
2931,martial arts,1138039672
2932,revenge,1138039672
2935,Thanksgiving,1137181567
2936,adolescence,1138039574
2937,violence in america,1138039574
2939,transplants,1138039587
2940,Rita Hayworth can dance!,1137179371
2941,India,1138039870
2942,journalism,1137181582
2943,christmas,1138039581
2944,remake,1137374824
2946,wedding,1137374824
2947,music business,1138039867
2948,rap,1138039867
2949,Amish,1137181478
2950,Hepburn and Tracy,1137521576
2951,Cold War,1138039874
2952,religion,1138039909
2953,Dickens,1138039822
2956,saint,1137206024
2959,family,1138039618
2961,good and evil,1137206020
2962,court,1137375276
2964,Scott Turow,1137375276
2965,In Netflix queue,1137179697
2966,In Netflix queue,1137179593
2967,Astaire and Rogers,1137784580
2968,Astaire and Rogers,1137784592
2969,Astaire and Rogers,1138039791
2970,Astaire and Rogers,1138039819
2971,horses,1138039728
2972,terminal illness,1138039554
2973,birds,1138039535
2974,prison,1138039535
2975,In Netflix queue,1137201628
2976,Shakespeare,1137201628
2977,cattle drive,1138039780
2978,In Netflix queue,1137201154
2979,Clousseau,1137375451
2982,disability,1137375406
2983,George Bernard Shaw,1137201703
2984,E.M. Forster,1138039751
2985,In Netflix queue,1137202031
2986,martial arts,1138039622
2987,Marx brothers,1138559500
2988,Hepburn and Tracy,1137181204
2989,Marx brothers,1138039735
2990,opera,1138039735
2991,immigrants,1138039653
2992,In Netflix queue,1137201569
2993,Tolkein,1137181217
2995,Vietnam,1138039601
2996,real estate,1137205933
2997,serial killer,1138039725
3000,Civil War,1138039548
3002,Charlotte Bronte,1140047502
3003,cross dressing,1138039664
3004,men in drag,1138039664
3005,amnesia,1137521621
3006,In Netflix queue,1137179905
3007,truckers,1138039826
3008,circus,1137206103
3010,mountain climbing,1138039857
3011,adolescence,1138039837
3013,priest,1137521429
3014,religion,1137521429
3015,religion,1138039757
3016,Cold War,1138039614
3017,memory,1137205808
3018,Grace,1137205800
3019,adolescence,1138039629
3020,crime,1138039629
3021,revenge,1137205948
3022,Holocaust,1142279175
3024,High School,1137205962
3028,World War II,1138039893
3029,multiple personalities,1138039850
3030,cancer,1137181595
3031,Hepburn and Tracy,1138039906
3032,marriage,1138039906
3033,Rogers and Hammerstein,1138040199
3034,biopic,1137201647
3035,In Netflix queue,1137201648
3036,blindness,1138040167
3037,deaf,1138040171
3038,Stephen King,1137374860
3039,space station,1138039958
3040,In Netflix queue,1137201116
3041,Hepburn and Tracy,1137521641
3042,sports,1137521641
3043,sexuality,1138040011
3044,King Arthur,1138039998
3045,adultery,1138040205
3046,In Netflix queue,1137202002
3048,MacBeth,1138040268
3051,terrorism,1138039932
3052,In Netflix queue,1137200939
3053,Nick and Nora Charles,1137201638
3054,Nick and Nora Charles,1137201717
3055,Nick and Nora Charles,1137201661
3056,Nick and Nora Charles,1137200666
3057,Nick and Nora Charles,1137201747
3060,In Netflix queue,1137201677
3061,In Netflix queue,1137179753
3062,Amtrak,1137271192
3063,Homeless,1137271192
3064,independent,1137271192
3066,New York,1137271192
3067,Sundance award winner,1137271191
3068,Train,1137271192
3070,psychology,1138040275
3071,police,1138040118
3072,show business,1138039989
3073,politics,1143998541
3074,In Netflix queue,1137200544
3075,remade,1138040062
3076,In Netflix queue,1137200492
3077,In Netflix queue,1137179631
3078,Van Gogh,1137375419
3079,swashbuckler,1138040004
3081,In Netflix queue,1137201001
3082,Not available from Netflix,1137179956
3083,In Netflix queue,1137201864
3086,Anne Boleyn,1138039949
3087,In Netflix queue,1137202144
3088,assassination,1138040067
3089,heist,1138040147
3090,Clock,1137202793
3091,Prince,1137375433
3093,In Netflix queue,1137201789
3094,military,1138039993
3095,convent,1138039973
3096,religion,1138039973
3097,Dickens,1137200651
3098,ogres,1138040236
3099,pregnancy,1138040220
3100,religion,1138040220
3101,Magic,1137202784
3102,Wizards,1137202784
3103,politics,1137375412
3104,high school,1138040176
3105,In Netflix queue,1137200899
3106,death,1137375392
3107,divorce,1138040077
3108,World War II,1137375442
3109,deafness,1138040133
3111,food,1138040254
3112,McDonalds,1138040254
3113,circus,1138040090
3114,Ireland,1138040071
3115,fairy tales,1137201021
3117,In Netflix queue,1137201021
3120,In Netflix queue,1137201077
3125,In Netflix queue,1137179727
3127,politics,1138040083
3129,terrorism,1138040083
3130,Doc Ock,1137202798
3132,generation X,1138039967
3134,drugs,1138040155
3135,immigrants,1138040155
3138,court,1137375369
3141,Cole Porter,1137375425
3142,Oscar (Best Actress),1142282521
3143,In Netflix queue,1137179707
3145,psychology,1138040105
3146,Rome,1137375385
3147,Australia,1138040052
3148,Stand Up,1138039969
3150,In Netflix queue,1137179758
3152,zombies,1138040225
3153,alcoholism,1138040042
3155,marriage,1138040042
3156,Agatha Christie,1145755135
3157,Oscar (Best Supporting Actress),1145755138
3158,train,1145755140
3159,disability,1138040162
3160,time travel,1138040211
3161,Oscar (Best Actress),1142282522
3162,parenthood,1138040262
3163,psychology,1138040262
3165,stage,1137375373
3167,wine,1138040242
3168,psychology,1138040138
3169,abortion,1138040272
3171,biopic,1138040214
3173,Disney,1138040115
3174,superhero,1138040115
3175,Peter Pan,1138040086
3176,Hearst,1137521449
3177,martial arts,1138040109
3178,In Netflix queue,1137179738
3179,journalism,1138040046
3181,gold,1139940948
3182,revenge,1137205843
3183,show business,1138040249
3185,In Netflix queue,1137179637
3186,In Netflix queue,1137201652
3189,made me cry,1137206038
3190,mirrors,1137521290
3192,In Netflix queue,1137179713
3194,Not available from Netflix,1137179665
3196,In Netflix queue,1137200982
3197,donkey,1145749895
3198,In Netflix queue,1137179570
3200,anime,1138040136
3201,In Netflix queue,1137179786
3203,In Netflix queue,1137201122
3204,In Netflix queue,1137179587
3206,religion,1138040326
3208,saints,1138040326
3210,Animal movie,1138040358
3211,camels,1138040358
3213,fatherhood,1138040348
3214,revenge,1137205953
3217,India,1138038974
3219,surfing,1139939407
3221,boxing,1138040320
3223,genocide,1137205917
3224,roald dahl,1138038979
3225,biopic,1138038949
3230,Howard Hughes,1138038949
3235,movie business,1138038949
3238,child abuse,1137206121
3240,busniess,1137205938
3241,Shakespeare,1137181555
3243,motherhood,1138040311
3244,orphans,1138040341
3246,06 Oscar Nominated Best Movie - Animation,1145451856
3247,In Netflix queue,1137201531
3248,marriage,1138040364
3249,In Netflix queue,1137200865
3250,In Netflix queue,1137179674
3251,In Netflix queue,1137202044
3252,birds,1138804206
3253,parrots,1138804206
3254,fatherhood,1138038959
3255,business,1137766122
3256,money,1137766122
3257,scandal,1137766123
3258,racism,1138038982
3259,space,1137206087
3260,space opera,1137206087
3261,boxing,1137201602
3262,hip hop,1141848751
3263,pregnancy,1138040301
3264,Firefly,1137181624
3265,In Netflix queue,1137179720
3266,In Netflix queue,1137202180
3267,pregnancy,1139693892
3268,Animal movie,1138039000
3269,bears,1138039000
3270,Animal movie,1137180081
3271,In Netflix queue,1137202200
3272,Africa,1139234947
3273,business,1139234947
3274,politics,1139234947
3275,mathematics,1137201998
3276,In Netflix queue,1137201162
3280,In Netflix queue,1138804230
3281,06 Oscar Nominated Best Movie - Animation,1139059938
3283,In Netflix queue,1137200955
3284,Dickens,1139940656
3285,Truman Capote,1142996187
3286,06 Oscar Nominated Best Movie - Animation,1139664190
3287,Aardman,1139664221
3289,In Netflix queue,1137179624
3294,divorce,1145451837
3295,courtroom drama,1140576326
3296,In Netflix queue,1137202089
3298,In Netflix queue,1137201595
3299,journalism,1137201595
3300,McCarthy hearings,1137201595
3301,Morrow,1137201595
3302,In Netflix queue,1137200527
3303,In Netflix queue,1137179797
3306,Magic,1137202776
3307,Wizards,1137202776
3308,Johnny Cash,1137200595
3310,C.S. Lewis,1137181617
3313,In Netflix queue,1137179603
3315,In Netflix queue,1137202150
3316,In Netflix queue,1138804237
3317,Brad Pitt,1242494310
3323,Bruce Willis,1242494306
3324,mindfuck,1242494321
3325,Post apocalyptic,1242494300
3326,post-apocalyptic,1242494300
3327,remake,1242494315
3328,time travel,1242494304
3329,twist ending,1242494302
3330,villain nonexistent or not needed for good story,1244787845
3331,Adam Sandler,1244787691
3334,Adam Sandler,1244787718
3338,stop looking at me swan,1244787726
3341,Morgan Freeman,1244566076
3342,androids,1262795764
3344,artificial intelligence,1262795769
3345,atmospheric,1262795768
3347,cyberpunk,1262795770
3350,future,1262795772
3353,mindfuck,1262795778
3354,Philip K. Dick,1262795776
3355,Scifi masterpiece,1201166474
3357,disturbing,1241396359
3358,drama,1241396391
3359,gothic,1241396378
3360,psychology,1241396367
3361,suspense,1241396389
3362,Michael Bay,1241938858
3363,terrorism,1241938853
3364,black comedy,1242494959
3365,dark comedy,1242494953
3368,satire,1242494951
3370,GIVE ME BACK MY SON!,1269832636
3372,It was melodramatic and kind of dumb,1269832633
3374,Mel Gibson,1269832629
3378,Alfred Hitchcock,1242577125
3379,Atmospheric,1242577135
3384,imdb top 250,1242577117
3385,James Stewart,1242577112
3386,imdb top 250,1242577077
3387,James Stewart,1242577056
3388,mystery,1242577064
3389,photographer,1242577068
3390,photography,1242577070
3391,Alfred Hitchcock,1242577097
3392,imdb top 250,1242577100
3393,eerie,1245030098
3394,movie business,1245030089
3395,humorous,1242494883
3396,neo-noir,1242494879
3397,Quentin Tarantino,1242494874
3398,religion,1242494896
3400,Tarantino,1242494887
3401,classic,1262795806
3402,George Lucas,1262795793
3403,Harrison Ford,1262795792
3404,music,1262795815
3405,original plot,1262795808
3406,sci-fi,1262795797
3408,sequel,1262795800
3409,Alfred Hitchcock,1242577153
3410,black and white,1242577173
3412,imdb top 250,1242577161
3414,remade,1242577165
3415,anti-war,1242494925
3417,animation,1244787931
3418,anime,1244787929
3420,visually stunning,1244787944
3421,cameo:Whoopi Goldberg,1242278473
3422,space opera,1242278463
3423,Star Trek,1242278464
3424,Adam Sandler,1244787788
3425,best comedy,1244707216
3426,Chris Klein,1244707221
3428,dumb,1244707211
3429,Jason Biggs,1244707223
3430,not funny,1244707227
3431,pizza beer,1244707207
3432,Seann William Scott,1244707224
3433,teen,1244707202
3434,animation,1244787872
3435,adventure,1241396438
3436,atmospheric,1241396434
3438,fantasy world,1241396427
3439,Studio Ghibli,1241396420
3440,surreal,1241396422
3441,aliens,1278683918
3442,Arnold Schwarzenegger,1269832592
3444,dialogue,1269832605
3445,guns,1278683912
3446,Jesse Ventura,1269832593
3447,macho,1269832597
3448,sci-fi,1269832609
3449,scifi cult,1269832612
3450,atmospheric,1241396301
3451,comics,1241396280
3452,father-son relationship,1241396313
3453,mindfuck,1241396308
3454,unique,1241396293
3455,mystery,1256051072
3456,twist ending,1256051079
3459,claymation,1245030193
3461,creativity,1245030187
3462,dystopia,1245030190
3466,free to download,1245030175
3467,imagination,1245030178
3468,no dialogue,1245030196
3469,social commentary,1245030185
3470,mental hospital,1252820163
3471,psychology,1252820170
3473,suspense,1252820168
3474,Well Done,1252820180
3475,dreamlike,1242494462
3476,hallucinatory,1242494486
3477,mental illness,1242494483
3478,psychology,1242494469
3479,social commentary,1242494478
3480,teen,1242494496
3481,thought-provoking,1242494462
3483,crappy sequel,1262795620
3484,first was much better,1262795632
3489,sequel,1262795653
3492,cult film,1242494340
3494,imagination,1256051047
3496,Jim Carrey,1242494357
3497,love,1256051045
3498,surreal,1256051041
3499,comic book,1201196824
3500,Atmospheric,1242580424
3501,good soundtrack,1242580444
3502,M. Night Shyamalan,1242580441
3503,animation,1244789192
3504,Samuel L. Jackson,1244789197
3505,big budget,1262795959
3506,love,1252377761
3507,Halle Berry,1262795979
3508,Hugh Jackman,1262795972
3510,bad,1242580531
3511,disappointing,1242580521
3512,faerie tale,1242580526
3513,fairy tale,1242580523
3514,far fetched,1242580497
3515,M. Night Shyamalan,1242580504
3516,Paul Giamatti,1242580508
3519,costume drama,1242580608
3521,Edward Norton,1242580578
3524,magic,1242580595
3525,Paul Giamatti,1242580580
3526,dreamlike,1256051008
3527,zombies,1254101434
3528,friendship,1244566102
3529,high school,1244566117
3531,Michael Cera,1244566094
3534,nerds,1244566133
3535,self discovery,1244566119
3536,shenanigans,1244566122
3537,virginity,1244566127
3538,anime,1282924582
3539,alone in the world,1262795676
3543,apocalypse,1262795677
3544,based on a book,1262795681
3545,last man on earth,1262795684
3546,plot holes,1262795671
3548,Post apocalyptic,1262795695
3549,post-apocalyptic,1262795699
3550,religion,1262795669
3551,vampire,1262795702
3552,Michael Cera,1244566158
3553,notable soundtrack,1244566156
3554,pregnancy,1244566154
3555,teenage pregnancy,1244566153
3556,witty,1244566176
3557,black comedy,1269832562
3559,Colin Farrell,1269832561
3563,dark comedy,1269832559
3564,drugs,1269832564
3565,friendship,1269832567
3566,irreverent,1269832579
3567,Ralph Fiennes,1269832572
3568,stylized,1269832574
3569,movies about movies,1241396155
3571,last man on earth,1241396252
3572,love story,1241396256
3573,Post apocalyptic,1241396239
3574,social commentary,1241396236
3576,Brad Pitt,1269832483
3577,Coen Bros,1269832486
3578,Coen Brothers,1269832484
3580,dark comedy,1269832488
3581,espionage,1269832491
3584,George Clooney,1269832490
3586,John Malkovich,1269832492
3587,satire,1269832497
3590,twists & turns,1269832504
3591,weird,1269832501
3592,2D animation,1282924611
3593,cult film,1282924621
3594,stylish,1282924615
3596,surreal,1282924617
3597,joss whedon,1244788368
3598,Nathan Fillion,1244788378
3599,Neil Patrick Harris,1244788374
3604,parody,1244788359
3606,Andy Samberg,1269833868
3608,bromance,1269833887
3609,bromantic,1269833884
3614,comedy,1269833878
3615,Jaime Pressly,1269833873
3616,Jason Segel,1269833863
3617,masculinity,1269833871
3618,Paul Rudd,1269833866
3619,2001-like,1252898614
3622,Sci-fi,1252898620
3623,solitude,1252898625
3624,bad plot,1262795886
3625,comic book,1241938912
3626,hugh jackman,1262795892
3627,Ryan Reynolds,1262795891
3628,too many characters,1241941484
3629,future,1245030304
3632,lack of development,1262795924
3633,lack of story,1262795926
3634,quick cuts,1245030309
3635,sci-fi,1262795933
3637,Simon Pegg,1245030316
3638,space,1262795932
3639,space travel,1262795931
3640,time travel,1262795929
3641,artificial intelligence,1262795849
3643,bad acting,1262795862
3646,bad plot,1262795842
3648,bad script,1262795859
3649,Christian Bale,1262795846
3652,FIGHTING THE SYSTEM,1262795852
3653,franchise,1262795875
3654,new composer,1243401981
3655,post-apocalyptic,1262795854
3658,robots,1243401992
3660,sci-fi,1262795871
3661,sequel,1262795873
3662,Recap,1246349071
3663,bad plot,1262795720
3664,Michael Bay,1262795729
3667,needed more autobots,1246346162
3668,plot holes,1262795732
3669,ridiculous,1262795737
3671,Shia LaBeouf,1246346172
3672,stop using useless characters for filler,1246346159
3673,artistic,1279956134
3674,Funny,1279956141
3675,humorous,1279956124
3676,inspiring,1279956130
3677,intelligent,1279956132
3678,quirky,1279956145
3679,romance,1279956123
3680,Zooey Deschanel,1279956120
3681,intelligent sci-fi,1250476969
3682,bad humor,1296891269
3683,bad science,1262707524
3684,futuristic,1262707531
3685,graphic design,1262707532
3686,James Cameron,1262707536
3687,military,1262707534
3688,poor dialogue,1262707537
3689,sci-fi,1262707551
3690,superficial plot,1262707525
3691,unoriginal,1262794416
3692,white guilt,1262707542
3693,dreamlike,1280608188
3694,surreal,1280608178
3695,visually appealing,1280608181
3696,geeky,1282923864
3697,Michael Cera,1282923853
3698,stylized,1282923856
3699,video games,1282923860
3700,male nudity,1293690470
3701,action choreography,1296891206
3702,Horrid characterisation,1296891200
3703,Poor plot development,1296891195
3704,sequel,1296891202
3705,soundtrack,1296891203
3706,passion,1429347541
3707,psychological,1429347541
3708,suspense,1429347541
3709,jazz,1424487178
3710,music,1424487178
3711,tense,1424487178
3712,adventure,1435992979
3713,animation,1435992979
3714,fantasy,1435992979
3715,purity of essence,1159980456
3716,Slim Pickens,1159980456
3717,Deep Throat,1159980769
3719,Dan Aykroyd,1326608424
3720,enjoyable,1326610782
3723,bubba gump shrimp,1424753866
3724,lieutenant dan,1424753866
3725,stupid is as stupid does,1424753866
3726,based on a true story,1424142072
3727,biography,1424142112
3728,disturbing,1424142113
3729,holocaust,1424142110
3730,Mystery,1424141701
3731,romance,1424141922
3732,edward norton,1424141449
3733,emotional,1424141459
3735,politics,1424141461
3736,philosophy,1424141098
3737,post apocalyptic,1424141101
3738,depressing,1424141547
3739,psychology,1424141551
3740,cheating,1424139697
3741,intelligent,1424139627
3742,Leonardo DiCaprio,1424139605
3743,lies,1424139629
3744,smart,1424139670
3745,Tom Hanks,1424139608
3746,twists & turns,1424139659
3747,memory loss,1424141963
3751,romance,1424141953
3752,sad,1424141974
3753,corruption,1424139519
3754,Denzel Washington,1424139515
3755,mafia,1424139559
3756,organized crime,1424139529
3758,heist,1424139043
3760,robbery,1424139058
3761,small time criminals,1424139056
3763,casino,1424140307
3764,comedy,1424140299
3765,funny,1424140317
3766,hotel,1424140308
3767,Las Vegas,1424140298
3768,war,1424144802
3769,beautiful scenery,1424140229
3770,graphic design,1424140242
3771,music,1424140259
3773,politics,1424140263
3774,romance,1424140252
3783,thought-provoking,1424140286
3784,too long,1424140237
3785,visually stunning,1424140233
3786,big budget,1424140151
3787,clever,1424140142
3788,complicated,1424140133
3789,dead wife,1424140200
3790,great soundtrack,1424140118
3791,heist,1424140154
3792,intellectual,1424140159
3793,mindfuck,1424140185
3794,philosophy,1424140124
3795,psychological,1424140165
3797,psychology,1424140162
3798,suspense,1424140144
3799,thought-provoking,1424140130
3801,crime,1424139483
3802,FBI,1424139489
3806,romance,1424139421
3807,too much love interest,1424139454
3808,business,1424461859
3809,corruption,1424461848
3810,economics,1424461852
3811,investor corruption,1424461854
3812,politics,1424461849
3813,truth,1424461857
3814,Captain America,1424140576
3816,silly,1424140613
3819,superhero,1424140571
3821,superhero team,1424140598
3822,bank,1424141059
3823,big corporations,1424138651
3824,business,1424138635
3825,corruption,1424138654
3826,financial crisis,1424138667
3827,Kevin Spacey,1424138645
3830,realistic,1424138641
3831,suspense,1424141005
3832,Wall Street,1424141052
3833,emotional,1424141413
3834,sexuality,1424141386
3835,interesting scenario,1424140932
3836,crude humor,1424140358
3837,cia,1424138568
3838,politics,1424138581
3839,Thrilling,1424138560
3840,Soundtrack,1424140415
3841,Adam Sandler,1424317302
3843,cliche characters,1424140813
3844,long shots,1424140806
3845,predictable,1424140784
3846,Simple,1424140794
3847,slow action,1424140827
3849,visually appealing,1424140838
3851,hostage,1424141178
3852,ocean,1424141170
3855,suspense,1424141149
3857,Stock Market,1424142693
3858,Wall Street,1424142688
3859,Comedy,1377022063
3861,fun,1525286013
3862,off-beat comedy,1525287216
3863,quirky,1525287214
3864,cynical,1525287798
3865,bittersweet,1525287545
3868,emotional,1525287537
3869,heartwarming,1525287541
3870,touching,1525287539
3871,atmospheric,1525286590
3872,dreamlike,1525286588
3873,existentialism,1525286583
3877,philosophical,1525286586
3879,black comedy,1525287727
3882,dark comedy,1525287724
3884,Quirky,1525287729
3888,claustrophobic,1525283652
3889,confrontational,1525283610
3893,earnest,1525283658
3894,good dialogue,1525283605
3895,great screenplay,1525283612
3896,gritty,1525283636
3897,Motivational,1525283631
3898,thought-provoking,1525283607
3899,atmospheric,1525286526
3900,cerebral,1525286536
3901,existentialism,1525286523
3906,philosophical,1525286544
3908,reflective,1525286538
3909,atmospheric,1525285649
3910,chilly,1525285661
3911,creepy,1525285667
3912,menacing,1525285665
3914,mental illness,1525285654
3915,oninous,1525285670
3916,intelligent,1525287116
3917,thought-provoking,1525287118
3918,heartwarming,1525287326
3919,inspirational,1525287323
3920,avant-garde romantic comedy,1525282933
3922,elegiac,1525282961
3925,melancholy,1525282935
3926,quirky,1525282930
3927,wry,1525282972
3928,artsy,1525287302
3929,atmospheric,1525287273
3930,cerebral,1525287286
3932,enigmatic,1525287289
3933,existentialism,1525287275
3937,hallucinatory,1525287271
3938,insanity,1525287293
3939,paranoia,1525287295
3940,paranoid,1525287277
3941,surreal,1525287281
3942,tense,1525287285
3943,visually appealing,1525287283
3945,atmospheric,1525283760
3946,beautiful,1525283752
3947,bittersweet,1525285789
3948,emotional,1525285791
3949,Heartwarming,1525285795
3950,poignant,1525285800
3951,sentimental,1525285793
3952,tear jerker,1525285797
3953,tearjerking,1525285787
3955,emotional,1525285761
3957,gentle,1525285768
3958,heartwarming,1525285770
3959,lyrical,1525285763
3962,reflective,1525285753
3963,downbeat,1525287634
3964,poignant,1525287636
3965,black comedy,1525283004
3966,crazy,1525283002
3967,dark,1525282999
3968,dark comedy,1525282995
3969,dark humor,1525283008
3971,serial killer,1525283012
3972,great cinematography,1525284096
3973,dark humor,1525283215
3974,easygoing,1525283227
3977,silly,1525283225
3978,art house,1525282858
3979,Atmospheric,1525282843
3980,creepy,1525282842
3981,cryptic,1525282831
3983,dark,1525282860
3984,disturbing,1525282840
3985,dreamlike,1525282845
3986,enigmatic,1525282838
3987,fucked up,1525282866
3988,gruesome,1525282863
3989,hallucinatory,1525282848
3990,Insane,1525282856
3991,paranoid,1525282868
3992,strange,1525282854
3993,surreal,1525282828
3994,weird,1525282851
3996,atmospheric,1525285498
3997,somber,1525285503
3998,atmospheric,1525283524
3999,Beautiful,1525283566
4000,bittersweet,1525283563
4002,dreamy,1525283557
4003,elegant,1525283529
4005,heartbreaking,1525283540
4006,intimate,1525283535
4007,loneliness,1525283527
4008,long takes,1525283572
4009,longing,1525283542
4010,melancholic,1525283526
4011,melancholy,1525283531
4012,moody,1525283533
4014,nocturnal,1525283537
4015,romantic,1525283568
4016,Unique,1525283560
4017,visually appealing,1525283544
4018,visually stunning,1525283550
4019,cerebral,1525282541
4020,dreamlike,1525282545
4021,"""artsy""",1525285878
4022,atmospheric,1525285874
4023,gritty,1525285880
4024,hallucinatory,1525285875
4025,surreal,1525285865
4027,visually stunning,1525285872
4029,atmospheric,1525282581
4030,cerebral,1525282593
4031,dreamlike,1525282577
4032,enigmatic,1525282598
4033,hallucinatory,1525282590
4034,mental illness,1525282579
4035,mindfuck,1525282602
4036,philosophy,1525282583
4037,psychological,1525282595
4039,quirky,1525282588
4040,surreal,1525282571
4041,thought-provoking,1525282573
4042,weird,1525282585
4043,anger,1525282648
4046,awkward,1525282635
4047,bittersweet,1525282627
4051,hallucinatory,1525282650
4052,quirky,1525282629
4053,sad,1525282646
4054,surreal,1525282654
4055,symbolism,1525282652
4056,tense,1525282631
4061,unconventional,1525282616
4062,unique,1525282637
4063,wistful,1525282643
4064,beautiful,1525283799
4065,downbeat,1525283801
4066,grim,1525283797
4067,poignant,1525283788
4068,tear jerker,1525283804
4069,tragedy,1525283795
4074,tragic,1525283809
4077,dark,1525283391
4078,disturbing,1525283383
4079,Depressing,1525287038
4080,melancholy,1525287040
4081,sad,1525287050
4082,heartwarming,1525286742
4083,meditative,1525286218
4084,philosophical,1525286214
4085,poignant,1525286220
4086,purposefulness,1525286216
4089,atmospheric,1525282332
4090,bleak,1525282333
4091,disturbing,1525282337
4092,gritty,1525282340
4093,harsh,1525282335
4102,bleak,1525283990
4103,confrontational,1525284016
4104,disturbing,1525283975
4105,harsh,1525283987
4109,haunting,1525284009
4110,inhumane,1525284013
4111,thought-provoking,1525283979
4113,arthouse,1525282744
4115,artistic,1525282751
4116,atmospheric,1525282731
4117,beautiful,1525282670
4121,bittersweet,1525282677
4123,colourful,1525282696
4124,comedy,1525282701
4125,dreamlike,1525282681
4126,emotional,1525282667
4127,feel-good,1525282786
4128,happpiness,1525282735
4129,humane,1525282811
4130,insightful,1525282724
4131,intelligent,1525282746
4132,lovely,1525282737
4133,melancholy,1525282692
4135,mind-bending,1525282728
4138,philosophy,1525282673
4139,quirky,1525282687
4141,quirky romantic,1525282715
4142,romantic,1525282694
4143,surreal,1525282704
4144,surrealism,1525282683
4146,thought-provoking,1525282689
4147,heartbreaking,1525285746
4148,post-apocalyptic,1525282477
4149,mindfuck,1525282469
4152,surreal,1525282464
4153,surrealism,1525282466
4154,boring,1525285892
4155,psychedelic,1525285894
4156,symbolic,1525285896
4157,bizarre,1525283311
4158,claustrophobic,1525283317
4159,depressing,1525283303
4160,disturbing,1525283306
4161,hallucinatory,1525283304
4164,paranoid,1525283318
4166,surreal,1525283313
4167,twisted,1525283339
4168,heartwarming,1525284057
4171,off-beat comedy,1525284048
4174,quirky,1525284031
4175,trippy,1525284067
4178,visually appealing,1525284041
4180,whimsical,1525284034
4181,depression,1525282384
4184,cinematography,1525287347
4187,lyrical,1525287351
